,sms,label,cleaned
4249,"accordingly. I repeat, just text the word ok on your mobile phone and send
",1,accordingli repeat text word ok mobil phone send
3728,"Aldrine, rakhesh ex RTM here.pls call.urgent.
",0,aldrin rakhesh ex rtm pl call urgent
3192,"UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+Â£1.50perWKsub
",1,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub
2826,"Congratulations - Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate
",1,congratul thank good friend u xma prize claim easi call onli p per minut bt nation r
3377,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea
",0,good afternon love today hope good mayb interview wake miss babe passion kiss across sea
331,"K.k:)apo k.good movie.
",0,k k apo k good movi
3834,"I had askd u a question some hours before. Its answer
",0,askd u question hour answer
4661,"You call him and tell now infront of them. Call him now.
",0,call tell infront call
1272,"If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
",0,still havent collect dough pl let know go place sent get control number
4771,"CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
",0,cheer lou yeah wa goodnit shame u neva came c ya gailxx
46,"Didn't you get hep b immunisation in nigeria.
",0,get hep b immuni nigeria
4306,"Yo come over carlos will be here soon
",0,yo come carlo soon
5390,"NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
",0,much fight wa good nite
3769,"Where are you call me.
",0,call
2461,"i cant talk to you now.i will call when i can.dont keep calling.
",0,cant talk call dont keep call
1895,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)
",1,freemsg hey u got video p fone repli wild thi txt ill send u pic hurri im bore work xxx p rcvd stop stop
4689,"Hmmm.but you should give it on one day..
",0,hmmm give one day
1802,"I wanna watch that movie
",0,wanna watch movi
5560,"Sorry, I'll call later
",0,sorri call later
2119,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
",1,u win music gift voucher everi week start txt word draw tsc www idew com skillgam winaweek age ppermesssubscript
1347,"Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
",0,ok stay night xavier ha sleep bag get tire
2527,"Do u noe how 2 send files between 2 computers?
",0,u noe send file comput
1758,"Miss ya, need ya, want ya, love ya.
",0,miss ya need ya want ya love ya
2782,"Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
",0,like call mittelschmertz googl dont paracetamol dont worri go
3964,"If you ask her or she say any please message.
",0,ask say ani plea messag
1313,"I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
",0,love u babe r u sure everyth alrit idiot txt bak girli
4990,"So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
",0,tell coulda real valentin u never pick noth
1452,"Ya! when are Ã¼ taking ure practical lessons? I start in june..  
",0,ya take ure practic lesson start june
1788,"Yes:)sura in sun tv.:)lol.
",0,ye sura sun tv lol
2201,"Haha... can... But i'm having dinner with my cousin...
",0,haha dinner cousin
3788,"WHORE YOU ARE UNBELIEVABLE.
",0,whore unbeliev
4859,"Ok...
",0,ok
4758,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around
",0,hey look like wa wrong one kappa guy number still phone want text see around
2564,"K..k..i'm also fine:)when will you complete the course?
",0,k k also fine complet cours
5225,"If I die I want u to have all my stuffs.
",0,die want u stuff
1295,"Aiyah u did ok already lar. E nydc at wheellock?
",0,aiyah u ok alreadi lar e nydc wheellock
4790,"We're on the opposite side from where we dropped you off
",0,r opposit side drop
652,"I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
",0,gonna say sorri would normal start panic time sorri see tuesday
1868,"Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
",0,mmmm fuck fair know weak grin push knee expo belli pull head forget know wick smile
4896,"Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
",1,want latest video handset anytim ani network min half price line rental repli call deliveri tomorrow
170,"Yes :)it completely in out of form:)clark also utter waste.
",0,ye complet form clark also utter wast
1376,"We're finally ready fyi
",0,r final readi fyi
3927,"I havent add Ã¼ yet right.. 
",0,havent add yet right
3670,"Yeah imma come over cause jay wants to do some drugs
",0,yeah imma come cau jay want drug
330,"I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
",0,read text sent meant joke read light
3636,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.
",0,make cri stuff happen top everyth els push edg underdtand often cri sorri sorri life
4647,"We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
",1,tri contact repli offer video phone anytim ani network min half price line rental camcord repli call
398,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.
",0,alway put busi put pictur ass facebook one open peopl v ever met whi would think pictur room would hurt make feel violat
5471,"Ok lor.
",0,ok lor
4330,"1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
",0,appl day doctor tulsi leaf day cancer lemon day fat cup milk day bone problm litr watr day disea snd th u care
5463,"Ok i thk i got it. Then u wan me 2 come now or wat?
",0,ok thk got u wan come wat
4708,"Wif my family booking tour package.
",0,wif famili book tour packag
1973,"Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march â¦ ish!
",0,ye meet town co go gep home could text bu stop worri finish march ish
2052,"Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
",0,hey darlin pick u colleg u tell wen mt love pete xx
1580,"Why is that, princess? I bet the brothas are all chasing you!
",0,whi princess bet brotha chase
3215,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?
",0,babe got enough money pick bread milk give back get home
3413,"No she didnt. I will search online and let you know.
",0,didnt search onlin let know
727,"Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
",0,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
350,"Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
",0,check realli miss see jeremiah great month
955,"Filthy stories and GIRLS waiting for your
",1,filthi stori girl wait
3350,"Oh is it! Which brand?
",0,oh brand
4085,"Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
",0,quit ok bit ex u better go eat smth el feel guilti
2797,"Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
",0,tell friend plan valentin day lt url gt
4141,"Leave it wif me lar... Ã wan to carry meh so heavy... Is da num 98321561 familiar to Ã¼?
",0,leav wif lar wan carri meh heavi da num familiar
3873,"I am joining today formally.Pls keep praying.will talk later.
",0,join today formal pl keep pray wil talk later
4027,"Oh ok.. Wat's ur email?
",0,oh ok wat ur email
780,"That means get the door
",0,mean get door
4474,"S but not able to sleep.
",0,abl sleep
1751,"Got it..mail panren paru..
",0,got mail panren paru
1502,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call
",1,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call
4455,"I'm home. Ard wat time will u reach?
",0,home ard wat time u reach
166,"I place all ur points on e cultures module already.
",0,place ur point e cultur modul alreadi
2277,"Love you aathi..love u lot..
",0,love aathi lov u lot
5454,"What???? Hello wats talks email address?
",0,hello wat talk email address
2479,"Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
",0,yet like keep touch easiest way barcelona way ru hous
4014,"Ok.
",0,ok
2284,"I reach home safe n sound liao...
",0,reach home safe n sound liao
5210,"Hi.what you think about match?
",0,hi think match
4903,"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
",1,free polyphon rington text super get free poli tone week sn pobox nr z subscript pw
4107,"K then 2marrow are you coming to class.
",0,k marrow come class
3892,"No problem. We will be spending a lot of quality time together...
",0,problem spend lot qualiti time togeth
3406,"Jus chillaxin, what up
",0,ju chillaxin
184,"He will, you guys close?
",0,guy close
1566,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.
",0,lt gt g saw day ago guy want sell wifi onli lt gt g lt gt whi blank
5342,"Are u awake? Is there snow there?
",0,u awak snow
1626,"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
",0,hi dear call urgnt know problem want work ani problem least tell wate repli
1674,"Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
",1,monthli password wap mobsi com use wap phone pc
447,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. 
",0,well done blimey exercis yeah kinda rememb wot hmm
1103,"Black shirt n blue jeans... I thk i c Ã¼...
",0,black shirt n blue jean thk c
63,"Sorry my roommates took forever, it ok if I come by now?
",0,sorri roommat took forev ok come
1199,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx
",0,al doe moan n e thin goe wrong fault al de argument r fault f himso bother hav go thanx xx
2534,"Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
",0,glad went well come plenti time befor clair goe work
4801,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?
",0,cool tyler take r gonna buy drop hi place later tonight total order quarter got enough
4108,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call
",1,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call
2645,"My friends use to call the same.
",0,friend use call
3913,"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
",1,import custom servic announc call freephon
3067,"Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
",1,get brand new mobil phone agent mob plu load goodi info text mat
2783,"Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
",0,well thi right gonna get check today steam sale pe text want come get
3496,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text
",1,wan win meet greet westlif u current tour unbreak untam unkempt text cost p std text
2029,"Kallis is ready for bat in 2nd innings
",0,kalli readi bat nd inning
1997,"Lol boo I was hoping for a laugh
",0,lol boo wa hope laugh
2830,"Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
",1,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ad p
3016," &lt;#&gt;  mins but i had to stop somewhere first.
",0,lt gt min stop somewh first
1811,"Now, whats your house # again ? And do you have any beer there ?
",0,hou ani beer
4588,"I'll see if I can swing by in a bit, got some things to take care of here firsg
",0,see swing bit got thing take care firsg
5451,"Latest News! Police station toilet stolen, cops have nothing to go on!
",1,latest news polic station toilet stolen cop noth go
824,"25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
",1,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
3040,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",0,wish famili merri x happi new year advanc
1579,"How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
",0,make girl happi difficult make girl happi u onli need friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt veri clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam
2660,"Ok...
",0,ok
3722,"Blank is Blank. But wat is blank? Lol
",0,blank blank wat blank lol
1515,"K:)all the best:)congrats...
",0,k best congrat
2629,"Haha... They cant what... At the most tmr forfeit... haha so how?
",0,haha cant tmr forfeit haha
3486,"No:-)i got rumour that you going to buy apartment in chennai:-)
",0,got rumour go buy apart chennai
4223,"Yo you around? A friend of mine's lookin to pick up later tonight
",0,yo around friend mine lookin pick later tonight
2106,"I fetch yun or u fetch?
",0,fetch yun u fetch
148,"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
",0,ummma wil call check life begin qatar pl pray veri hard
1824,"Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
",0,u dun wan u dun like alreadi ah wat u still eat
3887,"Same, I'm at my great aunts anniversary party in tarpon springs
",0,great aunt anniversari parti tarpon spring
1988,"No calls..messages..missed calls
",0,call messag miss call
3583,"You are right. Meanwhile how's project twins comin up
",0,right meanwhil project twin comin
5076,"This is the 2nd attempt to contract U, you have won this weeks top prize of either Â£1000 cash or Â£200 prize. Just call 09066361921
",1,thi nd attempt contract u thi week top prize either cash prize call
5180,"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
",1,sm auction brand new nokia auction today auction free join take part txt nokia
4965,"Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
",1,dear voucher holder next meal us use follow link pc enjoy dine experiencehttp www vouch com etlp dine asp
1599,"Daddy will take good care of you :)
",0,daddi take good care
532,"What Today-sunday..sunday is holiday..so no work..
",0,today sunday sunday holiday work
5485,"So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
",0,li hai bore da lectur repeat last week stuff wast time
4488,"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
",0,miss call miss call khelat kintu oppon miss call dhort lage rule one great phone receiv qualiti win
552,"Hurry up, I've been weed-deficient for like three days
",0,hurri v weed defici like three day
2084,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...
",0,sweet well princess plea tell like dislik bed
2935,"Yup n her fren lor. I'm meeting my fren at 730.
",0,yup n fren lor meet fren
1664,"S but mostly not like that.
",0,mostli like
3500,"I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
",0,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx
991,"26th OF JULY
",0,th juli
2727,"No i am not having not any movies in my laptop
",0,ani movi laptop
86,"For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
",0,real u get yo onli need ticket one jacket done alreadi use multi
2926,"Are you coming to day for class.
",0,come day class
3653,"Probably not, still going over some stuff here
",0,probabl still go stuff
2235,"What's your room number again? Wanna make sure I'm knocking on the right door
",0,room number wanna make sure knock right door
1308,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply
",1,get lion england tone repli lionm mono lionp poli go www rington co uk origin n best tone gbp network oper rate appli
3432,"Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
",0,yeah get random dude need chang info sheet parti lt gt never studi safe
5241,"Jay wants to work out first, how's 4 sound?
",0,jay want work first sound
3368,"Hey what are you doing. Y no reply pa..
",0,hey repli pa
4665,"Mum not going robinson already.
",0,mum go robinson alreadi
2511,"Yunny i'm walking in citylink now Ã¼ faster come down... Me very hungry...
",0,yunni walk citylink faster come veri hungri
696,"Good. Good job. I like entrepreneurs
",0,good good job like entrepreneur
2455,"Left dessert. U wan me 2 go suntec look 4 u?
",0,left dessert u wan go suntec look u
868,"PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
",1,privat account statement xxxxxx show un redeem point call identifi code expir
5389,"I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
",0,gentl babi soon take lt gt inch deep insid tight pussi
3553,"Lol u still feeling sick?
",0,lol u still feel sick
3187,"Happy birthday to you....dear.with lots of love.rakhesh NRI
",0,happi birthday dear lot love rakhesh nri
4338,"on a Tuesday night r u 4 real
",0,tuesday night r u real
2650,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management
",0,might want pull case plan spend much confid derek taylor money manag
4737,"Not for possession, especially not first offense
",0,possess especi first offen
1305,"Your right! I'll make the appointment right now.
",0,right make appoint right
1388,"Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
",0,hope ur head hurt much plough way pile iron stay chinki tonight come round like
1510,"When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
",0,u love someon dont make love u much u love much dont want love anyon except gud nit
2804,"FreeMsg>FAV XMAS TONES!Reply REAL
",1,freemsg fav xma tone repli real
5345,"No go. No openings for that room 'til after thanksgiving without an upcharge.
",0,go open room til thanksgiv without upcharg
4523,"DO U WANT 2 MEET UP 2MORRO
",0,u want meet morro
1421,"No. She's currently in scotland for that.
",0,current scotland
4809,"What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
",0,oga left phone home saw ur messag hope good great weekend
3641,"He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
",0,realli skateboard despit fact get thrown wind bandag shit hi arm everi five minut
1197,"What he said is not the matter. My mind saying some other matter is there.
",0,said matter mind say matter
4495,"Man this bus is so so so slow. I think you're gonna get there before me
",0,man thi bu slow think r gonna get befor
1877,"Watching tv now. I got new job :)
",0,watch tv got new job
3143,"Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
",0,plan yet go join compani jan know happen
386,"It took Mr owl 3 licks
",0,took mr owl lick
4662,"Ok no prob...
",0,ok prob
492,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!
",1,congrat year special cinema pass call c suprman v matrix starwar etc free bx ip pm dont miss
4995,"My drive can only be read. I need to write
",0,drive onli read need write
2335,"Do you like Italian food?
",0,like italian food
4946,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill
",0,anyway think secur anyth lemm know want drive south chill
1011,"Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
",0,lol would mom would fit tell whole famili crazi terribl
87,"Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
",0,ye start send request make pain came back back bed doubl coin factori gotta cash nitro
3716,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.
",0,late call tomorrow morn tak care sweet dream u ummifi bye
1142,"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
",1,know u u know send chat let find onli p msg rcvd hg suit land row w j hl ldn year
902,"How is it possible to teach you. And where.
",0,possibl teach
246,"Too late. I said i have the website. I didn't i have or dont have the slippers
",0,late said websit dont slipper
5393,"Watching ajith film ah?
",0,watch ajith film ah
216,"Finally the match heading towards draw as your prediction.
",0,final match head toward draw predict
1010,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala
",0,dear hero leav qatar tonit apt opportun pl keep touch lt email gt kerala
2017,"Princess, is your kitty shaved or natural?
",0,princess kitti shave natur
3582,"Ard 4 lor...
",0,ard lor
2594,"Tmr timin still da same wat cos i got lesson until 6...
",0,tmr timin still da wat co got lesson
1740,"U guys never invite me anywhere :(
",0,u guy never invit anywh
3814,"Pls i wont belive god.not only jesus.
",0,pl wont beliv god onli jesu
946,"I cant wait to see you! How were the photos were useful? :)
",0,cant wait see photo use
5163,"Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
",0,lol need cash nitro hurri come befor crash
385,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
",1,doubl min txt month free bluetooth orang avail soni nokia motorola phone call mobileupd call optout n dx
2389,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..
",0,wiskey brandi rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukk
105,"Umma my life and vava umma love you lot dear
",0,umma life vava umma love lot dear
299,"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pl send messag
5449,"So that takes away some money worries
",0,take away money worri
2723,"It's justbeen overa week since we broke up and already our brains are going to mush!
",0,justbeen overa week sinc broke alreadi brain go mush
3357,"Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
",0,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema
3558,"I had it already..sabarish asked me to go..
",0,alreadi sabarish ask go
1611,"I'll probably be around mu a lot
",0,probabl around mu lot
1819,"Am i that much dirty fellow?
",0,much dirti fellow
4093,"I remain unconvinced that this isn't an elaborate test of my willpower
",0,remain unconvinc thi elabor test willpow
4931,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service
",1,hi sexychat girl wait text text great night chat send stop stop thi servic
3974,"Night night, see you tomorrow
",0,night night see tomorrow
3454,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna
",0,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblis opt ur book masteriast amplikat fidalf veri champlaxig think atroci wotz ur opinion junna
2517,"Yes.i'm in office da:)
",0,ye offic da
5408,"Dear are you angry i was busy dear
",0,dear angri wa busi dear
1013,"I dunno they close oredi not... Ã v ma fan...
",0,dunno close oredi v fan
2537,"You do what all you like
",0,like
2122,"In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
",0,xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnung ipaditan
1314,"How abt making some of the pics bigger?
",0,abt make pic bigger
4080,"O i played smash bros  &lt;#&gt;  religiously.
",0,play smash bro lt gt religi
521,"But that's on ebay it might be less elsewhere.
",0,ebay might less elsewher
3282,"I tot it's my group mate... Lucky i havent reply... Wat time do Ã¼ need to leave... 
",0,tot group mate lucki havent repli wat time need leav
1500,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO
",1,sm ac jsco energi high u may know channel day ur leadership skill r strong psychic repli w question end repli end jsco
4299,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins
",1,well done costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min
2605,"You call times job today ok umma and ask them to speed up
",0,call time job today ok umma ask speed
1571,"No:-)i got rumour that you going to buy apartment in chennai:-)
",0,got rumour go buy apart chennai
4971,"We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
",0,suppo meet discuss abt trip thought xuhui told afternoon thought go lesson
2195,"Hi my email address has changed now it is 
",0,hi email address ha chang
3676,"Whos this am in class:-)
",0,thi class
5573,"Rofl. Its true to its name
",0,rofl true name
3907,"Went fast asleep dear.take care.
",0,went fast asleep dear tak care
3797,"They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
",0,thread wishlist section forum ppl post nitro request start last page collect bottom
2446,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight
",0,guy kadeem sell sinc break know one guy paranoid fuck like sell without til late tonight
4836,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.
",0,oh rite well im best mate pete went week geva longer week
200,"Found it, ENC  &lt;#&gt; , where you at?
",0,found enc lt gt
1662,"You aren't coming home between class, right? I need to work out and shower!
",0,come home class right need work shower
3793,"Love it! I want to flood that pretty pussy with cum...
",0,love want flood pretti pussi cum
2959,"U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
",1,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care
2089,"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50
",1,well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box w wx
4840,"That's one of the issues but california is okay. No snow so its manageable
",0,one issu california okay snow manag
4139,"Good! No, donât need any receiptsâwell done! (â¦) Yes, please tell . Whatâs her number, i could ring her
",0,good need ani receipt wel done ye plea tell number could ring
5492,"K. I will sent it again
",0,k sent
1261,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem
",0,yo parent gettin cash good news pick downstem
4660,"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pl send messag
1397,"Shall i start from hear.
",0,shall start hear
1079,"Convey my regards to him
",0,convey regard
2758,"Yo we are watching a movie on netflix
",0,yo watch movi netflix
2445,"Yes but i dont care! I need you bad, princess!
",0,ye dont care need bad princess
221,"Ok no prob. Take ur time.
",0,ok prob take ur time
5435,"You're gonna have to be way more specific than that
",0,r gonna way specif
4674,"I forgot 2 ask Ã¼ all smth.. There's a card on da present lei... How? Ã all want 2 write smth or sign on it?
",0,forgot ask smth card da present lei want write smth sign
4373,"Ur balance is now Â£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!
",1,ur balanc next question complet landmark big bob b barri c ben text b c good luck
1023,"We still on for tonight?
",0,still tonight
2088,"""alright babe, justthought iÂd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""
",0,alright babe justthought sayhey u doin nearli endof wk offdam nevamind w hook sn uwant lovejen x
5415,"Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
",0,nite nite pocay wocay luv u n e thing eva promi ring u morrowxxxx
